,Дата,За 0 дней,За 1 дней,За 2 дней,За 3 дней,За 4 дней,За 5 дней,За 6 дней,За 7 дней,За 8 дней,За 9 дней,fact
43,2026-06-09,5.0,6.0,7.0,6.0,6.0,6.0,8.0,10.0,9.0,10.0,8
44,2026-06-10,4.0,4.0,4.0,6.0,7.0,7.0,9.0,10.0,11.0,11.0,4
45,2026-06-11,5.0,6.0,4.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,8
46,2026-06-12,7.0,7.0,8.0,7.0,9.0,9.0,7.0,8.0,8.0,10.0,9
47,2026-06-13,7.0,7.0,7.0,8.0,6.0,8.0,8.0,7.0,8.0,9.0,7
48,2026-06-14,5.0,5.0,6.0,5.0,8.0,6.0,8.0,8.0,8.0,8.0,6
49,2026-06-15,6.0,6.0,7.0,7.0,6.0,5.0,7.0,8.0,8.0,7.0,9
50,2026-06-16,6.0,6.0,7.0,7.0,7.0,8.0,7.0,7.0,8.0,8.0,8
51,2026-06-17,7.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,8.0,9.0,11
52,2026-06-18,7.0,6.0,7.0,6.0,7.0,7.0,8.0,9.0,8.0,8.0,9
53,2026-06-19,7.0,7.0,6.0,7.0,7.0,7.0,9.0,9.0,9.0,9.0,8
54,2026-06-20,8.0,8.0,9.0,9.0,10.0,10.0,9.0,10.0,9.0,9.0,13
55,2026-06-21,17.0,17.0,16.0,14.0,10.0,12.0,11.0,10.0,10.0,10.0,22
56,2026-06-22,13.0,12.0,12.0,12.0,11.0,11.0,11.0,12.0,10.0,10.0,17
57,2026-06-23,10.0,11.0,10.0,9.0,10.0,9.0,13.0,12.0,13.0,11.0,14
58,2026-06-24,10.0,10.0,11.0,10.0,10.0,7.0,14.0,13.0,12.0,13.0,11
59,2026-06-25,12.0,12.0,11.0,11.0,10.0,10.0,12.0,13.0,12.0,12.0,16
60,2026-06-26,12.0,12.0,11.0,10.0,10.0,10.0,12.0,12.0,12.0,11.0,15
61,2026-06-27,11.0,12.0,11.0,11.0,10.0,11.0,13.0,13.0,12.0,12.0,13
62,2026-06-28,12.0,12.0,12.0,12.0,13.0,9.0,14.0,14.0,13.0,12.0,14
63,2026-06-29,13.0,14.0,13.0,12.0,15.0,15.0,14.0,14.0,14.0,13.0,18
